관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
제주특별자치도,제주특별자치도 서귀포시 중문동 1841-8,제주특별자치도 서귀포시 중문동 1841-8,생활방범,5,,회수입구교차로,30,,064-710-8855,33.2556562,126.4348921,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 회수동 441-5,제주특별자치도 서귀포시 회수동 441-5,생활방범,5,,회수사거리,30,,064-710-8855,33.2631586,126.4436829,2018-04-30
제주특별자치도,제주특별자치도 제주시 고마로1길 43,제주특별자치도 제주시 일도2동 141-26,생활방범,4,,정도시락 서측,30,,064-710-8855,33.5126134,126.5426615,2018-04-30
제주특별자치도,제주특별자치도 제주시 일도2동 115-1,제주특별자치도 제주시 일도2동 115-1,생활방범,5,,한진수학학원앞,30,,064-710-8855,33.5078035,126.5456544,2018-04-30
제주특별자치도,제주특별자치도 제주시 선반남2길 10,제주특별자치도 제주시 화북이동 3646-2,생활방범,4,,화남경로당 앞,30,,064-710-8855,33.5117173,126.5606277,2018-04-30
제주특별자치도,제주특별자치도 제주시 조천읍 조천리 2345-1,제주특별자치도 제주시 조천읍 조천리 2345-1,생활방범,5,,분선동사거리,30,,064-710-8855,33.5379253,126.6395241,2018-04-30
제주특별자치도,제주특별자치도 제주시 구좌읍 한동리 1208,제주특별자치도 제주시 구좌읍 한동리 1208,생활방범,3,,한동초교뒤,30,,064-710-8855,33.5384317,126.8301956,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 오조리 774-3,제주특별자치도 서귀포시 성산읍 오조리 774-3,생활방범,5,,오조리사거리,30,,064-710-8855,33.4622852,126.9108448,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 수시로 53,제주특별자치도 서귀포시 성산읍 수산리 547-3,생활방범,4,,수산초교입구서측,30,,064-710-8855,33.4496245,126.8874784,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 수산리 575,제주특별자치도 서귀포시 성산읍 수산리 575,생활방범,4,,용눈이팬션앞,30,,064-710-8855,33.4469109,126.8874087,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 수산리 2472-1,제주특별자치도 서귀포시 성산읍 수산리 2472-1,생활방범,5,,생태체험센터앞,30,,064-710-8855,33.4388548,126.8626456,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 난산리 1492,제주특별자치도 서귀포시 성산읍 난산리 1492,생활방범,5,,난산사거리,30,,064-710-8855,33.4027714,126.8648822,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 풍천로 226,제주특별자치도 서귀포시 성산읍 신풍리 791-1,생활방범,5,,신풍리민관앞,30,,064-710-8855,33.3609638,126.8357809,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 성산읍 신산리 1130-12,제주특별자치도 서귀포시 성산읍 신산리 1130-12,생활방범,4,,해녀의집옆,30,,064-710-8855,33.3758473,126.8762171,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 표선면 하천리 1565-3,제주특별자치도 서귀포시 표선면 하천리 1565-3,생활방범,3,,한마음초동쪽,30,,064-710-8855,33.3537598,126.8198419,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 표선면 표선중앙로59번길 14,제주특별자치도 서귀포시 표선면 표선리 573,생활방범,4,,썬마트앞,30,,064-710-8855,33.3225332,126.8228665,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 표선면 표선리 829-3,제주특별자치도 서귀포시 표선면 표선리 829-3,생활방범,4,,정환빌라앞,30,,064-710-8855,33.3242649,126.8347623,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 남원읍 태위로441번길 4,제주특별자치도 서귀포시 남원읍 남원리 2466-1,생활방범,4,,로드카페서측,30,,064-710-8855,33.2752746,126.6943436,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 남원읍 하례로 258,제주특별자치도 서귀포시 남원읍 하례리 740-1,생활방범,5,,제주산지유통센터북측,30,,064-710-8855,33.2704684,126.6235879,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 신효중앙로 37,제주특별자치도 서귀포시 신효동 680,생활방범,5,,농산물관리원서귀사무소입구,30,,064-710-8855,33.267062,126.6139154,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 효돈로 142,제주특별자치도 서귀포시 신효동 841,생활방범,4,,신효미용실앞,30,,064-710-8855,33.2638048,126.6141106,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 신효중앙로 72,제주특별자치도 서귀포시 신효동 548-11,생활방범,4,,대신조립식건축앞 삼거리,30,,064-710-8855,33.2700002,126.6131809,2018-04-30
제주특별자치도,제주특별자치도 제주시 신대로8길 42,제주특별자치도 제주시 연동 280-19,생활방범,5,,신제주성당북측,30,,064-710-8855,33.4927602,126.4926479,2018-04-30
제주특별자치도,제주특별자치도 제주시 도령로11길 19,제주특별자치도 제주시 연동 2318-14,생활방범,4,,45호어린이공원,30,,064-710-8855,33.4922346,126.486585,2018-04-30
제주특별자치도,제주특별자치도 제주시 연동13길 9,제주특별자치도 제주시 연동 292-36,생활방범,5,,낙지로 앞,30,,064-710-8855,33.4888428,126.494786,2018-04-30
제주특별자치도,제주특별자치도 제주시 노형동 943,제주특별자치도 제주시 노형동 943,생활방범,4,,국민연립 동측,30,,064-710-8855,33.4771889,126.4742632,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 하광로 50,제주특별자치도 제주시 애월읍 하귀1리 238-1,생활방범,5,,근린공원 입구,30,,064-710-8855,33.4817774,126.4142009,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 고성리 1448-1,제주특별자치도 제주시 애월읍 고성리 1448-1,생활방범,4,,보로미마을 복지회관 옆,30,,064-710-8855,33.4657529,126.4097405,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 광령평화9길 9,제주특별자치도 제주시 애월읍 광령리 1003-8,생활방범,4,,길하우스 삼거리,30,,064-710-8855,33.4547019,126.4403446,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 유수암평화5길 42,제주특별자치도 제주시 애월읍 유수암리 1381-11,생활방범,4,,두인빌리지 삼거리,30,,064-710-8855,33.4242126,126.4043937,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 평화로 2072,제주특별자치도 제주시 애월읍 소길리 산211-4,생활방범,5,,소길교차로_면허시험장입구,30,,064-710-8855,33.4059987,126.3878192,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 어림비로 207,제주특별자치도 제주시 애월읍 어음리 3574,생활방범,4,,감귤선과장삼거리,30,,064-710-8855,33.4159948,126.3329542,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 고내리 462,제주특별자치도 제주시 애월읍 고내리 462,생활방범,4,,다락쉼터 공중화장실앞,30,,064-710-8855,33.4699842,126.3403826,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 애월리 2482-2,제주특별자치도 제주시 애월읍 애월리 2482-2,생활방범,4,,제주하늘푸른바다펜션,30,,064-710-8855,33.4622909,126.3125751,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 문교길 15,제주특별자치도 제주시 한림읍 한림리 1531-6,생활방범,5,,영신아파트사거리,30,,064-710-8855,33.4108734,126.2638378,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림리 969-9,제주특별자치도 제주시 한림읍 한림리 969-9,생활방범,5,,보건소삼거리,30,,064-710-8855,33.4119244,126.2685952,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림상로 175,제주특별자치도 제주시 한림읍 한림리 1007,생활방범,5,,대호베리골아파트사거리,30,,064-710-8855,33.4140301,126.2691565,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 한림로 739,제주특별자치도 제주시 한림읍 한수리 858-1,생활방범,4,,한수리사무소,30,,064-710-8855,33.4208672,126.2637948,2018-04-30
제주특별자치도,제주특별자치도 제주시 한림읍 월령리 415-4,제주특별자치도 제주시 한림읍 월령리 415-4,생활방범,5,,월령리사무소 입구(월령슈퍼낚시앞)),30,,064-710-8855,33.3750804,126.2162659,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 대정읍 인성리 368-4,제주특별자치도 서귀포시 대정읍 인성리 368-4,생활방범,5,,보성초교입구교차로(보성농협앞),30,,064-710-8855,33.2476622,126.2768601,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3,제주특별자치도 서귀포시 대정읍 하모리 645-17,생활방범,5,,여객선대합실주차장앞,30,,064-710-8855,33.2116302,126.2571631,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 대정읍 동일하모로219번길 12,제주특별자치도 서귀포시 대정읍 하모리 1570-5,생활방범,4,,원보빌라인근삼거리,30,,064-710-8855,33.2267061,126.2551081,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 대정읍 최남단해안로15번길 13,제주특별자치도 서귀포시 대정읍 하모리 767-8,생활방범,5,,서부보건소입구,30,,064-710-8855,33.2187035,126.2534156,2018-04-30
제주특별자치도,제주특별자치도 제주시 애월읍 광령리 53-15,제주특별자치도 제주시 애월읍 광령리 53-15,생활방범,5,,제일빌리지 입구,30,,064-710-8855,33.4612177,126.4444519,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 대정읍 신영로 93,제주특별자치도 서귀포시 대정읍 하모리 2121,생활방범,5,,모슬포한의원앞,30,,064-710-8855,33.219758,126.2512752,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 안덕면 화순서서로7번길 4,제주특별자치도 서귀포시 안덕면 화순리 1171-7,생활방범,5,,남제주발전본부사택인근,30,,064-710-8855,33.251632,126.3300715,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 안덕면 난드르로 11-4,제주특별자치도 서귀포시 안덕면 창천리 820-6,생활방범,4,,GS25편의점 앞(안덕),30,,064-710-8855,33.234528,126.3670506,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 하예동 302-1,제주특별자치도 서귀포시 하예동 302-1,생활방범,5,,하예동마을회관앞사거리,30,,064-710-8855,33.2433553,126.3865254,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중산간서로 960,제주특별자치도 서귀포시 색달동 1608-1,생활방범,5,,색달입구삼거리,30,,064-710-8855,33.2664708,126.4145537,2018-04-30
제주특별자치도,제주특별자치도 서귀포시 중문동 1576-1,제주특별자치도 서귀포시 중문동 1576-1,생활방범,4,,CU편의점앞,30,,064-710-8855,33.2543363,126.4246162,2018-04-30
제주혈액원,제주특별자치도 제주시 오남로 45,제주특별자치도 제주시 도남동 547-3,생활방범,5,200,,30,17-Jul,064-720-7800,33.487674,126.524408,2017-04-19
제주혈액원,제주특별자치도 제주시 중앙로 60 2층,제주특별자치도 제주시 일도1동 1454-2,생활방범,3,200,,30,15-Jan,064-758-8101,33.51282,126.524507,2017-04-19
제주혈액원,제주특별자치도 제주시 중앙로 230 6층,제주특별자치도 제주시 이도2동 1768-27,생활방범,3,200,,30,15-Jan,064-753-8101,33.499096,126.529975,2017-04-19
